"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 23 16:49:20 UTC 2026","Thu Apr 23 16:49:54 UTC 2026","33179","","tests.BlogResponsiveLayoutTest","","tests.BlogResponsiveLayoutTest","home_responsiva_layoutEBusca","home_responsiva_layoutEBusca(String, int, int) mobile-320 — 320×568","Home carrega, área principal visível, overflow checado em larguras ≤768px, busca com Enter ou ?s=."
"passed","Thu Apr 23 16:51:39 UTC 2026","Thu Apr 23 16:51:44 UTC 2026","4909","","tests.BlogResponsiveLayoutTest","","tests.BlogResponsiveLayoutTest","home_responsiva_layoutEBusca","home_responsiva_layoutEBusca(String, int, int) laptop-1280 — 1280×720","Home carrega, área principal visível, overflow checado em larguras ≤768px, busca com Enter ou ?s=."
"passed","Thu Apr 23 16:49:54 UTC 2026","Thu Apr 23 16:50:27 UTC 2026","33153","","tests.BlogResponsiveLayoutTest","","tests.BlogResponsiveLayoutTest","home_responsiva_layoutEBusca","home_responsiva_layoutEBusca(String, int, int) mobile-375 — 375×667","Home carrega, área principal visível, overflow checado em larguras ≤768px, busca com Enter ou ?s=."
"passed","Thu Apr 23 16:51:12 UTC 2026","Thu Apr 23 16:51:14 UTC 2026","1709","","tests.BlogSmokeTest","","tests.BlogSmokeTest","home_carregaTituloEMain","SMK-01 — home carrega","Home responde, título identificável e área principal visível."
"passed","Thu Apr 23 16:51:14 UTC 2026","Thu Apr 23 16:51:15 UTC 2026","1319","","tests.BlogRegressionTest","","tests.BlogRegressionTest","webStories_indiceESingle","REG-WS-01/02 — índice e single Web Story","Índice lista stories; single abre com área principal."
"passed","Thu Apr 23 16:51:44 UTC 2026","Thu Apr 23 16:51:50 UTC 2026","5697","","tests.BlogResponsiveLayoutTest","","tests.BlogResponsiveLayoutTest","home_responsiva_layoutEBusca","home_responsiva_layoutEBusca(String, int, int) desktop-1920 — 1920×1080","Home carrega, área principal visível, overflow checado em larguras ≤768px, busca com Enter ou ?s=."
"passed","Thu Apr 23 16:49:11 UTC 2026","Thu Apr 23 16:49:16 UTC 2026","5352","","tests.BlogSearchTest","","tests.BlogSearchTest","buscaInvestimentos_retornaResultados","Busca Investimentos — resultados e link no card","Busca com retorno: URL, heading e primeiro card."
"passed","Thu Apr 23 16:51:34 UTC 2026","Thu Apr 23 16:51:39 UTC 2026","5075","","tests.BlogResponsiveLayoutTest","","tests.BlogResponsiveLayoutTest","home_responsiva_layoutEBusca","home_responsiva_layoutEBusca(String, int, int) tablet-1024 — 1024×768","Home carrega, área principal visível, overflow checado em larguras ≤768px, busca com Enter ou ?s=."
"passed","Thu Apr 23 16:49:16 UTC 2026","Thu Apr 23 16:49:20 UTC 2026","4100","","tests.BlogSearchTest","","tests.BlogSearchTest","buscaSemResultados_preservaLayout","Busca sem resultado — mensagem e layout","Busca vazia: mensagem padrão e layout (sidebar ou chat)."
"passed","Thu Apr 23 16:51:22 UTC 2026","Thu Apr 23 16:51:24 UTC 2026","2304","","tests.BlogRegressionTest","","tests.BlogRegressionTest","postsCanonicos_articleEh1Visiveis","REG-POST-01 — posts evergreen (CDB e CDI)","Slugs canônicos de post abrem article e título."
"passed","Thu Apr 23 16:51:00 UTC 2026","Thu Apr 23 16:51:34 UTC 2026","33915","","tests.BlogResponsiveLayoutTest","","tests.BlogResponsiveLayoutTest","home_responsiva_layoutEBusca","home_responsiva_layoutEBusca(String, int, int) tablet-768 — 768×1024","Home carrega, área principal visível, overflow checado em larguras ≤768px, busca com Enter ou ?s=."
"passed","Thu Apr 23 16:50:27 UTC 2026","Thu Apr 23 16:51:00 UTC 2026","33281","","tests.BlogResponsiveLayoutTest","","tests.BlogResponsiveLayoutTest","home_responsiva_layoutEBusca","home_responsiva_layoutEBusca(String, int, int) mobile-414 — 414×896","Home carrega, área principal visível, overflow checado em larguras ≤768px, busca com Enter ou ?s=."
"passed","Thu Apr 23 16:51:20 UTC 2026","Thu Apr 23 16:51:22 UTC 2026","2003","","tests.BlogRegressionTest","","tests.BlogRegressionTest","slugInexistente_retorna404","REG-NEG-02 — página inexistente","Slug inexistente retorna HTTP 404."
"passed","Thu Apr 23 16:51:18 UTC 2026","Thu Apr 23 16:51:20 UTC 2026","1845","","tests.BlogRegressionTest","","tests.BlogRegressionTest","homePagina2_carrega","REG-PAG-01 — /page/2/","Segunda página do arquivo principal responde e exibe conteúdo."
"passed","Thu Apr 23 16:51:15 UTC 2026","Thu Apr 23 16:51:18 UTC 2026","2505","","tests.BlogRegressionTest","","tests.BlogRegressionTest","categoriaEmprestimo_carregaArquivo","REG-ARC-01 — arquivo de categoria","Categoria canônica carrega com main e entradas de conteúdo."
